"Product_Collection","Vertical_Segment","Age","Lithography","Recommended_Customer_Price","nb_of_Threads","Cache","TDP","Max_Memory_Size","Max_Memory_Bandwidth","Intel_Hyper_Threading_Technology_","Processor_Base_Frequency"
"7th Generation","Desktop",117,14,117,4,3,35,64,34.1,"Yes",3.4
"7th Generation","Desktop",117,14,117,4,3,54,64,34.1,"Yes",3.9
"7th Generation","Embedded",117,14,225,4,3,25,64,34.1,"Yes",2.1
"7th Generation","Mobile",217,14,346,4,3,15,32,34.1,"Yes",2.7
"7th Generation","Desktop",117,14,182,4,4,35,64,34.1,"Yes",3.5
"7th Generation","Desktop",117,14,232,4,4,51,64,34.1,"Yes",4
"7th Generation","Desktop",117,14,138,4,4,51,64,34.1,"Yes",4.1
"7th Generation","Desktop",117,14,117,4,4,60,64,34.1,"Yes",4.2
"7th Generation","Mobile",217,14,281,4,4,4.5,16,29.8,"Yes",1.1
"4th - 6th Generations","Mobile",315,14,393,4,4,15,32,34.1,"Yes",2.5
"4th - 6th Generations","Mobile",315,14,281,4,4,15,32,34.1,"Yes",2.2
"4th - 6th Generations","Mobile",315,14,393,4,4,28,32,34.1,"Yes",3.3
"4th - 6th Generations","Mobile",315,14,393,4,4,15,32,34.1,"Yes",2.6
"4th - 6th Generations","Mobile",315,14,415,4,4,15,32,34.1,"Yes",2.2
"4th - 6th Generations","Mobile",116,14,415,4,4,15,32,34.1,"Yes",2.4
"4th - 6th Generations","Mobile",315,14,378,8,6,45,64,34.1,"Yes",2.6
"4th - 6th Generations","Mobile",116,14,434,8,6,45,64,34.1,"Yes",2.6
"4th - 6th Generations","Desktop",315,14,570,8,8,65,64,34.1,"Yes",3.4
"4th - 6th Generations","Embedded",415,14,303,8,8,35,64,34.1,"Yes",2.4
"4th - 6th Generations","Desktop",315,14,303,8,8,35,64,34.1,"Yes",2.8
"4th - 6th Generations","Desktop",315,14,378,8,8,91,64,34.1,"Yes",4
"4th - 6th Generations","Desktop",216,14,303,8,8,65,64,34.1,"Yes",3.3
"4th - 6th Generations","Embedded",415,14,378,8,8,45,64,34.1,"Yes",2.8
"4th - 6th Generations","Mobile",315,14,378,8,8,45,64,34.1,"Yes",2.7
"4th - 6th Generations","Mobile",315,14,378,8,8,45,64,34.1,"Yes",2.7
"4th - 6th Generations","Embedded",415,14,378,8,8,25,64,34.1,"Yes",2
"4th - 6th Generations","Mobile",116,14,434,8,8,45,64,34.1,"Yes",2.7
"4th - 6th Generations","Mobile",315,14,568,8,8,45,64,34.1,"Yes",2.9
"4th - 6th Generations","Mobile",116,14,623,8,8,45,64,34.1,"Yes",2.8
"4th - 6th Generations","Mobile",315,14,304,4,4,15,32,34.1,"Yes",1.8
"4th - 6th Generations","Mobile",315,14,281,4,3,15,32,34.1,"Yes",2.3
"4th - 6th Generations","Mobile",315,14,281,4,3,15,32,34.1,"Yes",2.4
"4th - 6th Generations","Mobile",315,14,250,4,6,45,64,34.1,"No",2.3
"4th - 6th Generations","Mobile",116,14,306,4,6,45,64,34.1,"No",2.3
"4th - 6th Generations","Mobile",315,14,304,4,4,15,32,34.1,"Yes",2
"4th - 6th Generations","Embedded",415,14,250,4,6,25,64,34.1,"No",1.9
"4th - 6th Generations","Mobile",315,14,250,4,6,45,64,34.1,"No",2.6
"4th - 6th Generations","Embedded",415,14,250,4,6,45,64,34.1,"No",2.7
"4th - 6th Generations","Desktop",315,14,182,4,6,35,64,34.1,"No",2.2
"4th - 6th Generations","Desktop",315,14,138,4,6,65,64,34.1,"No",2.7
"4th - 6th Generations","Desktop",415,14,182,4,6,65,64,34.1,"No",2.8
"4th - 6th Generations","Embedded",415,14,192,4,6,35,64,34.1,"No",2.3
"4th - 6th Generations","Desktop",315,14,192,4,6,35,64,34.1,"No",2.5
"4th - 6th Generations","Desktop",315,14,324,4,6,65,64,34.1,"No",3.2
"4th - 6th Generations","Desktop",216,14,317,4,6,65,64,34.1,"No",2.8
"4th - 6th Generations","Desktop",315,14,213,4,6,35,64,34.1,"No",2.7
"4th - 6th Generations","Desktop",315,14,205,4,6,91,64,34.1,"No",3.5
"4th - 6th Generations","Desktop",216,14,213,4,6,65,64,34.1,"No",3.2
"4th - 6th Generations","Desktop",315,14,235,4,6,65,64,34.1,"No",3.3
"4th - 6th Generations","Mobile",416,14,281,4,3,15,32,34.1,"Yes",2
"4th - 6th Generations","Embedded",415,14,117,4,4,35,64,34.1,"Yes",2.7
"4th - 6th Generations","Desktop",315,14,117,4,3,35,64,34.1,"Yes",3.2
"4th - 6th Generations","Desktop",315,14,117,4,3,51,64,34.1,"Yes",3.7
"4th - 6th Generations","Mobile",315,14,304,4,3,28,32,34.1,"Yes",2.7
"4th - 6th Generations","Mobile",316,14,304,4,3,28,32,34.1,"Yes",2.4
"4th - 6th Generations","Embedded",415,14,225,4,3,25,64,34.1,"Yes",1.9
"4th - 6th Generations","Mobile",315,14,281,4,3,15,32,34.1,"Yes",2.3
"4th - 6th Generations","Mobile",315,14,225,4,3,35,64,34.1,"Yes",2.7
"4th - 6th Generations","Desktop",315,14,117,4,4,51,64,34.1,"Yes",3.9
"4th - 6th Generations","Desktop",315,14,138,4,4,35,64,34.1,"Yes",3.3
"4th - 6th Generations","Embedded",415,14,225,4,3,35,64,34.1,"Yes",2.7
"4th - 6th Generations","Desktop",315,14,179,4,4,51,64,34.1,"Yes",3.8
"4th - 6th Generations","Mobile",315,14,281,4,4,4.5,16,29.8,"Yes",1.1
"4th - 6th Generations","Mobile",315,14,281,4,4,4.5,16,29.8,"Yes",1.1
"4th - 6th Generations","Mobile",315,14,393,4,4,4.5,16,29.8,"Yes",1.2
"4th - 6th Generations","Mobile",115,14,426,4,4,15,16,25.6,"Yes",2
"4th - 6th Generations","Mobile",115,14,426,4,4,28,16,25.6,"Yes",3.1
